rtlr_party_id,XCYFEM,XCYMALE,XCYA10V001,XCYA12V009,CYEC17V001,PYCYPOPGRW,CYB26VV01,CYPOPDENS,CYB03V001,CYB02V001,CYA01V001,XCX02V194,XCX02V160,CYB17MED,CYB21VBASE,XCYB01V002,XCYB01V003,SMFAM007P_PCT,Race_and_Ethnicity_1,Income_Race_and_Ethnicity_1,Business_Sector_1,Business_Sector_2,Business_Sector_3,Business_Sector_4,Average_Expenditure_Alcoholic_1,Percent_Tenure_1,Percent_Labor_Force_1,Sports_Events_-_Attend_1,Sports_Events_-_Attend_2,Sports_Events_-_Listen_1,Sports_Events_-_Listen_2,Dining_1
127842798,60.2166431854401,49.239633707171535,95.60012002400481,60.71923823610983,11.577063841887671,59.326655580862024,53.10606060606061,2.1327083330252483,3.0868096605303164,3.56504055386746,3.018934033397434,6.8511733936968335,11.408985261418906,4.5333999999999985,4.3475728791432235,73.944,26.53090316668364,63.91487224558981,126.70128342714668,-7.7520927321485615,18.794391336764647,-13.648736524933465,-0.4055606561669149,30.888380275862872,-22.074886499480375,-4.789434349594019,-16.555677656640867,-50.88573724142907,-22.31688339784139,-52.54147020893302,83.81682278249599,-20.465369681469287
219054223,58.052520959881754,51.16781561889085,88.12762552510503,65.02110874857478,21.287428275012807,69.87130484123921,35.22727272727273,3.964166010533944,6.254011146765749,14.137919397235413,8.190986514550811,12.334788661026082,12.461793635068533,27.782699999999995,15.514306478833596,88.46000000000002,11.750330923531209,72.99056228681442,68.54076129213374,11.360232954241686,2.3014643956347367,19.129889997292697,-31.258358497520078,-1.6118658888811763,-22.295247306718977,-38.84686071482316,-8.100612298487446,42.38853210885219,-17.95265685582609,-15.7966927991565,-9.599220078844024,-2.0265372857502757
158885417,59.29741090606741,50.05864800905443,97.4214842968594,32.363666245518885,20.54549184933784,68.06342551363792,49.45075757575759,0.9744501060856464,0.8197939537240331,0.8653241622054704,0.6410272994692232,15.090871240673533,13.129739109951034,13.2441,0.951096023207762,88.60000000000002,11.607779248549027,67.89294159499445,-43.80123682271177,-4.718697898991031,-0.4887615918346362,-1.425487632918134,8.2100610376293,0.6550093320699637,0.2987807144883081,13.349939948744115,1.3241225229655529,-4.459144652763626,20.789144506966128,24.80451431226221,-2.548586756429428,8.647702164401286
176813328,57.475113749220505,51.68227183866654,87.18743748749748,32.613273345454175,28.219260591221467,68.4054567377787,50.0,1.496400430412738,11.84597196419524,12.12303777153092,9.629084543975823,22.536799735547472,27.07465065560553,25.788999999999994,12.347626263790527,95.3,4.785663374401793,69.80978090275596,-15.535916065511648,3.123061164102384,-8.225136408046946,2.3053808834809275,7.301148802990483,-7.200923946578469,24.92934029901796,16.230539226982838,2.4405813955548727,8.897274103256429,2.0499074351185,16.21857069211014,-1.2265989971466698,13.656387994699106
229711259,55.916114280435146,53.07130363206091,77.375475095019,32.762215853646005,30.062403288500924,77.78964291624966,48.95833333333333,0.5522773174970439,5.2934470528626925,5.349685705964773,4.436537964716148,25.619295883714088,19.86638959585812,22.159074999999994,5.484362544846136,93.3725,6.748294471031463,70.77761734362902,-17.342338463461402,4.488336874927644,5.108752834852021,-1.2571574628020674,1.9033433750525968,-4.297137578952794,30.02863087086614,31.267182023918586,-7.3090298661526525,23.308260607458926,10.308158662503198,31.060574390070283,5.5463071437166205,13.093700259959304
353320760,59.77319444765227,49.634736083959275,83.39667933586719,56.064014462831146,15.978569391712918,74.45799084238982,42.42424242424242,0.6048439296098045,14.909643641276816,25.18227054160568,17.055746534021132,8.530424050538798,13.187855015538256,20.985,26.945900726395184,90.72,9.449139598818858,65.28972314646244,1.22858740393273,-8.617353280310201,-13.528641374035379,3.0069048634564917,3.7472402709249337,-2.22445869864468,-3.883317475303025,-30.289074426037054,3.7831002004327203,16.98235204211946,-14.499770870475707,40.94459648952113,-19.423065159168782,-8.227345505106989
159284111,58.31812827678593,50.931165757794005,87.52750550110022,30.18910562591805,19.62046098364668,66.98689405701047,50.37878787878788,0.11105725592185453,11.11298767100152,11.496824561557007,9.337473301309071,16.711981232106268,12.482521641394644,10.700899999999997,12.343986401474385,90.41,9.7647897362794,68.11475924414589,-8.562042586527532,-4.594690180855009,9.211134055855595,-4.2751166960114375,4.96609976380116,10.183748210783586,-11.379483263399795,13.710192849087369,15.08235831206286,-12.157544134307384,16.591603920487223,2.4244375960787123,-8.120126353260993,10.898528241277347
157380866,57.948587661962726,51.260417738450464,82.59651930386077,32.03804710692017,52.00993941245802,75.08846314495348,53.4090909090909,0.3160305130998972,14.065191690592805,14.20916521154382,11.88657690165457,33.57620567818003,18.49422463502243,54.06649999999999,13.962511844718616,98.78,1.2422360248447204,60.267436750580714,-16.614209025843955,18.269106794459862,7.913838195282008,3.3843201911451684,-16.070460506962217,-3.53051043284528,56.55912834747261,20.658944444640998,36.99218081768391,83.37487658093573,-0.11000364515375896,70.27753728888105,-9.844942058607868,13.311954839111856
154957562,60.8471718594822,48.67784751517647,95.92918583716741,23.358294043326865,25.33446330892207,69.25659434623964,46.02272727272727,0.2686382595292289,15.796318189495018,17.142742863856746,12.451689183070876,25.215639758927274,9.633873669194193,25.249499999999994,18.310934025068946,90.87000000000002,9.296405661337953,71.80823236445056,-30.794533138830733,6.890625646416477,-12.306800221104648,-2.200034779677265,-2.187896234607325,-2.4439223034198254,-19.857972652083145,21.627213109595214,-6.072406282280779,23.182927996156675,14.07074476401845,32.75776244945864,-10.072583050666339,13.917519107018009
228472997,59.18423909277779,50.15948142813046,71.63432686537305,42.032603001448344,24.090636947082185,68.3030049886121,51.70454545454545,0.4629899244632264,20.099645330180714,22.56367438412993,18.637987002787124,29.517568592373646,25.62988924270713,22.496299999999994,23.85565761999109,91.81,8.33927298645759,66.62899951869755,16.434355661027308,8.537180805261215,-7.743017403453359,-3.8741852609141034,1.7602156859801883,-3.829275656016719,13.799561008006506,-6.025400821890768,0.6901286659166765,-0.7724146522896257,2.3676423186870013,10.816712999307232,9.138360081208006,1.2618393758465452
