,BRND_CD,MKT_LN_CD,stagnate,return,first_buy,rebuy,sales_total
224,BDO,324,54,8,29,30,39.78703970000003
225,BDR,004,3,1,2,0,0.1360886
226,BDR,040,1,1,0,0,-0.2903226
227,BDS,004,4,11,11,6,2.7731847999999997
228,BDS,324,2,2,7,1,0.9702617000000001
229,BDU,417,10,0,30,25,11.413303899999999
230,BE3,304,0,0,3,0,0.1935484
231,BEA,004,8,1,5,4,1.2973785
232,BEA,025,0,1,0,0,-0.0725806
233,BEA,095,2,2,0,1,-2.7755575615628914e-17
234,BEA,304,20,4,1,7,1.0161291000000001
235,BEA,324,11,1,5,2,1.3230842
236,BEA,442,0,1,2,2,0.2721774
237,BFG,049,1,0,6,0,1.0000200000000001
238,BFR,040,3,7,2,0,0.9999999999999999
239,BFR,049,8,20,19,2,2.66672
240,BFR,060,103,146,20,2,-6.5383032000000085
241,BFR,061,35,87,9,0,-6.287296400000002
242,BFR,441,0,1,0,0,-0.0725806
243,BGF,324,19,2,28,32,15.309973400000016
244,BGM,155,5,0,10,6,7.248386499999999
245,BGM,168,0,0,1,0,0.2032258
246,BGP,095,0,0,1,0,0.0967742
247,BGP,304,4,1,1,0,0.0483871
248,BGP,324,3,0,0,0,0.0
249,BGT,025,3,0,9,3,1.741935
250,BGT,031,3,3,1,0,-0.2177419
251,BGT,095,1,0,4,1,0.6774193000000001
252,BHD,051,0,0,1,0,0.5
253,BHD,126,0,0,3,1,0.4354837
254,BHL,003,351,22,615,6209,15541.93481129984
255,BHL,004,439,31,718,5905,10986.912490599878
256,BHL,005,56,1,83,1925,6034.499770000021
257,BHL,006,8,2,11,33,57.348786000000004
258,BHL,025,314,29,432,3920,9708.344318599957
259,BHL,029,69,11,125,858,4826.246874399997
260,BHL,031,39,2,50,275,361.23383029999974
261,BHL,040,226,35,386,3158,11619.984293599991
262,BHL,048,62,4,162,1105,3125.733935399999
263,BHL,051,301,33,932,2911,16445.5
264,BHL,056,499,45,940,7357,30974.4155749001
265,BHL,067,85,16,156,1439,5019.734865400002
266,BHL,095,18,1,41,184,369.35485800000015
267,BHL,101,41,3,85,845,2921.1229019999987
268,BHL,163,75,10,137,822,2846.052316999994
269,BHL,324,41,5,68,311,598.884766000002
270,BHP,004,14,0,63,40,19.306444
271,BHP,049,12,2,96,46,57.667820000000084
272,BHP,051,16,2,63,104,360.0
273,BHR,004,4,0,0,0,0.0
274,BHR,049,3,1,3,1,0.83335
275,BHR,051,1,0,1,0,0.5
276,BHZ,049,4,0,32,1,6.500129999999998
277,BHZ,051,1,1,1,0,1.0
278,BHZ,095,9,1,15,3,1.9354840000000002
279,BIC,046,0,0,1,0,0.0665323
280,BIC,049,0,0,1,0,0.16667
281,BID,051,0,0,0,10,35.5
282,BIV,049,1,0,5,1,1.1666900000000002
283,BIV,129,0,0,1,0,0.0766935
284,BKD,003,1,0,0,0,0.0
285,BKD,004,1,0,0,0,0.0
286,BKL,003,18,0,28,40,30.99192709999998
287,BKL,004,13,1,22,30,17.201607900000003
288,BKO,003,1,0,0,0,0.0
289,BKO,004,1,0,0,0,0.0
290,BKX,003,134,4,382,460,493.91122639999855
291,BKX,004,344,16,965,1140,638.5310569000027
292,BKX,005,84,1,175,241,228.9193251000002
293,BKX,025,1,0,10,9,14.733869599999998
294,BKX,042,22,0,39,78,66.36592079999997
295,BKX,051,2,0,4,14,48.0
296,BKX,095,27,1,56,111,163.16129909999964
297,BKX,324,6,0,21,24,47.06400700000004
298,BKX,328,1,1,0,0,-0.0967742
299,BL2,003,12,0,16,2,3.1209667999999997
300,BL3,003,52,2,194,76,50.22579019999999
301,BLA,004,23,4,61,27,12.511082900000012
302,BLA,025,9,4,36,13,6.749996800000005
303,BLA,095,36,2,104,100,120.38710199999976
304,BLA,304,154,15,395,323,108.97984609999929
305,BLA,324,120,3,237,427,276.0835864
306,BLD,025,2,1,2,0,0.1451612
307,BLD,031,1,3,2,2,0.5080644999999999
308,BLD,095,0,1,0,0,-0.0967742
309,BLF,025,0,0,4,0,0.2903224
310,BLF,095,7,1,34,17,12.000000699999994
311,BLF,304,20,8,50,36,10.705645799999992
312,BLF,324,46,3,102,94,45.740910000000106
313,BLG,025,2,2,5,2,0.8709673
314,BLG,095,13,1,35,16,34.741936299999985
315,BLG,304,23,5,70,38,14.66129129999998
316,BLG,324,42,1,67,79,40.92110220000007
317,BLH,324,1,0,0,0,0.0
318,BLK,324,1,0,0,0,0.0
319,BLL,003,1145,60,1957,3562,1701.1838537000833
320,BLL,004,3123,176,5313,9626,4137.5849393006365
321,BLL,025,150,37,250,339,221.9213199000002
322,BLL,029,6,6,9,5,10.233870399999999
323,BLL,042,33,0,52,86,46.40623949999992
324,BLL,048,258,36,431,997,425.3166163000023
325,BLL,056,12,4,21,23,19.59677330000001
326,BLL,067,40,22,63,120,90.29940439999989
327,BLL,095,29,8,48,105,99.19355409999994
328,BLL,101,331,11,474,959,478.56939919999843
329,BLL,305,2,0,0,0,0.0
330,BLL,324,60,3,111,201,170.9614012999999
331,BLL,328,133,19,186,298,237.50001389999898
332,BLO,095,0,0,0,1,0.1935484
333,BLO,304,1,0,0,1,0.0967742
334,BLO,324,14,2,46,20,11.057203100000008
335,BLP,003,240,13,522,1100,669.299207400004
336,BLP,004,522,54,1066,2222,1119.404841300021
337,BLP,025,16,2,30,78,56.358859499999994
338,BLP,042,13,2,28,83,48.73486889999998
339,BLP,048,47,5,105,258,173.81252369999993
340,BLP,067,3,0,15,22,35.27419469999999
341,BLP,095,9,1,20,36,58.354841699999966
342,BLP,324,10,1,19,45,26.934215400000014
343,BLP,328,10,2,23,31,28.74193739999999
344,BLR,004,14,2,50,10,8.110883700000006
345,BLR,025,8,5,27,9,3.629030300000001
346,BLR,095,36,4,82,61,40.06451849999995
347,BLR,304,150,13,404,245,79.3064568999994
348,BLR,324,100,5,206,258,147.64989589999962
349,BLT,003,0,0,0,1,1.3790322000000002
350,BLT,004,6,3,18,8,5.570562400000004
351,BLT,025,0,1,0,2,0.3629031
352,BLU,031,0,0,3,4,2.0322577
353,BLU,051,0,0,1,9,33.0
354,BLY,004,5,1,19,11,4.4153204000000015
355,BLY,025,2,2,11,5,2.249999
356,BLY,095,33,0,52,44,52.161292199999984
357,BLY,304,88,7,194,171,58.79032649999973
358,BLY,324,84,4,142,235,156.12394649999985
359,BM2,051,3,0,21,0,13.0
360,BM3,308,0,0,1,0,0.3483871
361,BM4,003,1,0,1,0,0.0725806
362,BM5,003,1,0,2,0,0.1451612
363,BM6,051,1,0,0,0,0.5
364,BM7,003,0,0,3,0,0.362903
365,BMC,031,3,1,3,0,0.9435484000000001
366,BMC,049,1,0,6,1,1.8333700000000004
367,BMC,051,0,0,1,2,2.0
368,BMG,004,9,1,43,22,9.943544200000007
369,BMG,049,12,1,29,6,11.000219999999995
370,BMG,051,7,4,44,22,69.0
371,BMG,095,0,0,4,3,5.2258067
372,BML,025,2,1,2,0,0.4354838
373,BML,095,10,0,27,22,24.677420199999982
374,BML,304,29,5,94,48,19.741936799999966
375,BML,324,55,5,107,110,58.31020760000013
376,BN7,046,1,0,2,0,0.3326613
377,BNA,025,1168,55,2928,3297,1553.9147200001037
378,BNA,031,243,14,660,813,500.96053529999705
379,BNC,049,1,0,13,1,3.1667300000000003
380,BNC,051,2,0,14,3,9.5
381,BNC,095,1,0,1,0,0.0967742
382,BNC,410,1,0,6,0,0.6435485000000001
383,BNC,445,2,0,24,2,2.8790331999999994
384,BNL,051,0,0,1,0,0.5
385,BNL,410,1,0,0,0,0.0
386,BNV,049,14,0,45,17,19.333719999999992
387,BNV,051,50,5,172,152,314.0
388,BNV,410,31,0,73,80,45.071376300000004
389,BNY,049,0,0,2,0,0.33334
390,BNY,051,2,0,0,0,0.0
391,BOB,025,0,2,13,10,15.895160099999998
392,BOB,031,1,0,0,0,0.0
393,BOB,040,1,1,7,1,2.5161291000000006
394,BOS,004,18,0,63,28,11.104833500000014
395,BOS,049,1,0,0,0,0.0
396,BP1,003,3,0,6,5,2.8306442000000005
397,BP1,004,109,5,497,369,213.7922709000009
398,BP1,029,1,0,0,0,0.0
399,BP1,031,7,1,12,5,7.330644100000001
400,BP1,049,144,9,459,673,749.3483199999945
401,BP1,051,158,15,380,1100,3444.0
402,BP1,067,24,1,116,72,61.07662019999996
403,BP1,095,13,1,32,30,39.1935508
404,BP1,324,1,0,5,4,11.151713
405,BP2,049,0,0,0,1,0.33334
406,BP2,308,1,0,0,0,0.0
407,BP3,004,30,1,92,67,31.572566999999943
408,BP3,049,10,0,37,19,18.66703999999999
409,BP3,051,17,2,22,34,74.5
410,BP5,004,1,3,0,0,-0.21774179999999999
411,BP5,049,0,1,0,0,-0.16667
412,BP5,051,0,2,2,0,-0.5
413,BP5,067,1,0,0,0,0.5443548
414,BP7,004,0,0,12,0,0.8709671999999999
415,BP7,049,1,0,15,0,3.0000599999999995
416,BP7,051,0,0,11,0,5.5
417,BPA,051,0,0,1,0,0.5
418,BPC,049,1,0,0,0,0.0
419,BPG,031,11,1,22,8,5.879030300000001
420,BPG,049,5,0,27,13,12.166909999999994
421,BPG,051,1,2,11,3,8.0
422,BPG,095,1,0,1,0,0.0967742
423,BPK,031,5,0,32,2,16.8387085
424,BPK,049,5,0,39,1,8.500169999999997
425,BPK,051,2,0,16,4,16.0
426,BPK,308,1,0,0,0,0.0
427,BPP,031,3,0,6,2,1.1612898999999999
428,BPP,049,2,0,16,1,3.8334099999999998
429,BPP,051,1,0,7,2,11.0
430,BPP,095,1,0,0,0,0.0
431,BPQ,049,0,0,3,0,0.5000100000000001
432,BPQ,051,1,0,0,0,0.0
433,BPQ,095,1,0,2,0,0.48387100000000005
434,BQA,049,2,0,9,0,2.0000400000000003
435,BQA,051,0,0,8,8,33.0
436,BQA,095,2,0,12,9,34.2580661
437,BR2,051,0,0,1,0,0.5
438,BR4,004,5,2,0,0,-0.1451612
439,BR4,049,1,0,0,0,0.0
440,BR4,051,1,2,6,1,3.5
441,BR4,285,1,0,0,0,0.0
442,BR5,049,0,0,4,1,0.83335
443,BR5,051,2,0,5,0,3.0
444,BR5,410,2,0,1,0,0.0919355
445,BR7,049,0,0,1,0,0.16667
446,BR9,005,1,0,0,0,0.0
447,BRG,051,0,0,0,1,6.0
448,BRI,031,0,0,1,0,0.0725806
449,BRP,004,212,1,829,666,261.90713130000086
450,BRP,049,135,2,746,574,514.6769600000058
451,BRP,051,81,12,497,344,822.5
452,BS7,025,0,0,1,0,0.0725806
453,BS8,051,1,0,0,0,0.0
454,BS9,004,3,2,4,0,0.1451612
455,BS9,049,2,0,11,1,2.1667100000000006
456,BS9,051,0,0,13,0,8.5
457,BSF,003,415,51,796,1877,1099.3908066000124
458,BSF,004,869,82,1401,4121,2502.818847100118
459,BSF,025,64,14,99,240,134.26811119999982
460,BSF,029,88,15,205,450,364.30638749999997
461,BSF,048,8,1,1,0,-0.16330640000000002
462,BSF,056,38,5,89,226,416.3407110999999
463,BSF,067,43,10,73,177,112.66634779999977
464,BSF,073,2,0,0,0,0.0
465,BSH,003,202,15,368,1344,1408.9715657000086
466,BSH,004,361,14,538,3195,4838.080139400092
467,BSH,006,37,1,39,143,125.20159199999985
468,BSH,017,1,1,5,59,153.09678089999994
469,BSH,025,258,26,357,1971,3026.1953079000155
470,BSH,029,49,5,68,282,528.1693149999995
471,BSH,031,47,1,44,264,268.9838315999999
472,BSH,040,168,18,197,1654,3500.9034062999913
473,BSH,048,23,4,46,195,221.1713907
474,BSH,051,71,4,99,613,3316.0
475,BSH,056,366,26,562,3256,5958.005762300041
476,BSH,067,41,13,91,306,523.5060686999999
477,BSH,095,18,2,30,212,478.2580880000004
478,BSH,163,28,1,62,321,635.2983443999998
479,BSH,324,54,4,76,337,541.8031081000009
480,BSH,326,0,0,0,6,11.8132544
481,BSS,003,2,0,3,2,0.5806449
482,BSS,004,2,0,0,1,0.21774179999999999
483,BSX,003,45,2,167,122,55.16126770000004
484,BSX,004,213,12,637,546,246.6500996000011
485,BSX,051,75,2,117,496,1128.5
486,BTB,049,0,0,1,0,0.16667
487,BTQ,046,0,0,0,1,0.1330646
488,BTQ,051,0,0,1,0,0.5
489,BUC,051,0,0,0,1,2.5
490,BUD,003,1380,52,2460,11660,17499.34935099921
491,BUD,004,5690,144,8786,41559,43897.47265208817
492,BUD,005,3573,87,5378,37887,65588.7470240916
493,BUD,006,158,3,244,1053,1292.9635509000038
494,BUD,017,22,0,46,161,177.48388169999967
495,BUD,019,19,4,29,138,142.19757909999998
496,BUD,020,9,0,11,62,80.74596779999997
497,BUD,025,715,96,1021,4829,6990.870400199968
498,BUD,028,73,9,81,352,343.4886217
499,BUD,029,753,109,1205,5211,9349.813883399936
500,BUD,031,181,18,303,1194,1329.042172600006
501,BUD,040,326,36,377,2345,4741.423609799999
502,BUD,042,46,2,48,211,289.5816313999999
503,BUD,048,448,13,836,4212,7975.457978100101
504,BUD,049,676,54,1102,4687,6483.129659999938
505,BUD,051,1349,99,1781,16213,71844.5
506,BUD,052,84,3,118,328,547.0
507,BUD,056,399,49,573,2594,5226.495727900006
508,BUD,065,54,15,61,247,831.6088938000012
509,BUD,067,241,54,309,1739,3098.3166186999974
510,BUD,073,244,16,399,3123,6158.851815699943
511,BUD,077,3,0,0,0,0.0
512,BUD,095,50,3,64,263,528.4838996000012
513,BUD,101,1343,27,2571,12270,24501.491442499166
514,BUD,107,1,0,3,12,66.38709759999998
515,BUD,112,250,20,355,1140,2058.7258972000236
516,BUD,121,41,2,60,195,763.1854800000003
517,BUD,123,75,7,153,697,1895.0323352000064
518,BUD,163,22,6,34,126,335.90321450000016
519,BUD,225,19,3,20,98,130.82661109999992
520,BUD,275,7,0,19,55,113.46774639999994
521,BUD,283,24,1,34,237,410.0353065
522,BUD,285,40,6,65,394,1019.9394740999985
523,BUD,304,39,4,61,186,188.70968900000028
524,BUD,324,248,10,346,1866,3699.9618417999886
525,BUD,326,6,2,22,108,164.5350134
526,BUD,328,258,31,465,1224,1477.6371802000197
527,BUD,331,1,0,18,6,5.8669359000000005
528,BUD,352,0,0,0,2,8.618951599999999
529,BUD,355,2,0,0,2,1.0645162
530,BUD,360,20,0,0,0,0.0
531,BUD,367,20,1,19,95,316.6330658000001
532,BUD,374,423,57,947,2056,2450.8388500000333
533,BUD,375,205,24,532,1207,1585.375091699999
534,BUD,402,360,64,500,1830,2457.213844100016
535,BUD,455,0,0,0,1,3.0
536,BUD,463,93,9,132,394,570.4838979000028
537,BUO,051,14,0,8,24,52.0
538,BUO,095,0,0,1,0,0.0967742
539,BUO,285,1,0,7,1,1.2701611999999998
540,BVP,004,6,0,16,4,2.685482500000001
541,BVP,049,2,0,14,9,10.666879999999999
542,BVP,051,4,0,2,0,1.5
543,BWA,004,6,0,16,9,3.9193533
544,BWA,049,7,1,72,13,24.00047999999999
545,BWA,051,13,1,54,19,96.5
546,BWS,003,246,31,387,1154,869.800211100004
547,BWS,004,385,35,656,2347,2720.388740400052
548,BWS,005,124,16,200,1396,4112.464528800028
549,BWS,025,27,5,42,97,86.18950429999997
550,BWS,029,55,14,105,299,294.87697179999975
551,BWS,048,61,4,91,433,368.0383527000001
552,BWS,051,38,2,99,648,4375.0
553,BWS,056,23,7,48,114,175.10079850000008
554,BWS,067,11,2,27,59,45.78024879999999
555,BWS,073,26,10,54,155,128.49194329999995
556,BWS,101,0,1,0,0,-0.1451613
557,BWS,324,0,1,4,11,16.538556099999997
558,BWS,328,29,11,46,89,204.38710399999974
559,BWS,375,0,1,3,16,50.887097299999986
560,BYR,004,1,0,21,8,2.9758047999999993
561,BYR,025,0,0,10,3,1.5967737000000002
562,BYR,095,10,1,48,17,32.22580749999999
563,BYR,304,42,2,114,74,24.338711299999932
564,BYR,324,52,1,122,140,75.79382270000006
565,CBS,025,1,0,3,0,0.2903225
566,CBS,031,4,0,8,0,0.7258061
567,CBS,095,5,1,2,0,-0.09677419999999998
568,CCC,004,33,2,43,36,14.806445100000012
569,CCC,025,17,2,32,30,12.774189000000007
570,CCC,031,109,25,327,206,96.9253661999995
571,CCC,095,42,2,110,67,49.83871259999989
572,CHB,031,35,4,52,78,40.064502899999965
573,CHB,095,92,5,147,260,149.9959776999994
574,CHB,304,3,0,7,6,1.3548388000000002
575,CHB,324,89,1,138,279,158.10856639999946
576,CHB,326,7,0,2,13,7.1824569
577,CHE,324,17,1,29,54,30.80896040000002
578,CHL,031,311,14,561,1384,732.1177046000022
579,CHL,095,616,21,1042,2656,1523.58477800008
580,CHL,304,12,1,39,32,12.241936299999985
581,CHL,324,128,4,232,679,415.63116730000104
582,CHL,326,6,0,7,17,12.7583125
583,CHP,324,58,2,77,197,108.58741090000004
584,CLG,049,337,21,1060,672,636.5127300000005
585,CLG,051,95,12,339,196,541.0
586,CLG,060,1483,74,5262,2209,1118.5307707000807
587,CLG,061,783,45,2885,929,553.3183261999868
588,CLG,312,13,0,83,4,6.586695200000008
589,CLG,468,4,0,87,6,7.324090899999989
590,CMB,095,0,0,4,1,1.7419356000000001
591,COB,003,1,0,17,2,2.1774187
592,COC,004,6,0,32,3,3.120966100000001
593,COC,049,1,0,51,6,12.833589999999996
594,COC,051,2,1,26,6,20.0
595,CRR,094,2,0,0,0,0.0
596,DAC,049,1,0,53,1,9.500189999999996
597,DAK,049,0,0,16,0,3.0000600000000004
598,DAK,051,0,0,11,0,5.5
599,DB2,004,6,1,37,9,5.733868300000005
600,DB2,049,11,3,51,9,13.166929999999994
601,DB2,051,3,0,14,8,33.0
602,DB2,093,4,0,5,0,0.6804435
603,DB2,285,3,0,3,3,0.9979837999999999
604,DB3,049,0,0,12,0,2.3333800000000005
605,DB7,051,0,0,4,1,41.0
606,DBB,049,1,0,4,0,0.66668
607,DBE,003,0,0,2,2,1.0887092
608,DBE,004,41,1,94,148,57.2661054
609,DBE,049,12,0,67,65,100.33534000000004
610,DBE,051,7,1,48,63,213.0
611,DBE,065,8,0,9,23,17.129033399999997
612,DBI,004,5,0,27,9,4.645159200000001
613,DBI,049,4,1,7,0,1.0000200000000001
614,DBI,051,1,0,11,1,7.0
615,DBM,004,1,0,0,0,0.0
616,DBM,049,0,0,0,1,0.33334
617,DBM,051,0,0,1,0,0.5
618,DBO,004,22,0,10,0,1.3790316
619,DBO,049,12,0,29,1,7.000139999999997
620,DBO,051,20,1,11,0,11.0
621,DBQ,031,12,1,28,20,16.5483832
622,DBQ,049,4,1,21,11,19.16705
623,DBQ,051,2,0,15,11,35.0
624,DBR,049,1,0,0,0,0.0
625,DBS,004,8,0,45,30,11.540317600000012
626,DBS,049,7,0,40,33,39.83413
627,DBS,051,4,0,12,17,37.5
628,DBV,005,1,0,22,11,8.129030000000004
629,DBV,025,2,0,0,0,0.0
630,DBV,049,128,3,286,896,1126.3558599999967
631,DBV,051,1,0,0,1,1.5
632,DBV,065,26,2,37,76,70.06452069999996
633,DBV,285,10,1,37,24,19.778224500000007
634,DBX,031,6,0,26,17,6.314513100000002
635,DBX,049,3,1,17,2,3.3333999999999993
636,DBX,051,1,0,10,2,9.0
637,DBZ,004,13,0,96,21,11.975800700000018
638,DBZ,049,17,0,69,9,18.33369999999999
639,DBZ,051,6,0,31,9,30.5
640,DEB,049,1,0,36,2,8.166829999999997
641,DEB,051,2,0,2,1,2.5
642,DEG,051,2,0,8,0,6.0
643,DEG,065,0,0,0,1,11.225806500000001
644,DER,051,1,0,6,2,14.0
645,DER,065,2,0,1,0,0.483871
646,DG2,031,5,1,15,16,8.782255600000001
647,DG2,049,11,1,42,40,77.83489000000004
648,DG2,051,7,0,24,20,74.0
649,DG3,049,1,0,1,0,0.16667
650,DG3,051,0,0,2,0,1.0
651,DG3,095,1,0,0,0,0.0
652,DG9,031,23,1,61,22,13.35483390000001
653,DG9,049,37,1,159,111,109.33552
654,DG9,051,23,0,110,88,241.0
655,DGD,031,8,1,17,34,23.080640600000002
656,DGD,049,20,0,56,81,89.33512000000005
657,DGD,051,23,3,46,100,288.0
658,DGE,049,42,4,35,84,74.83483000000011
659,DGE,051,3,0,7,6,16.5
660,DGF,051,4,3,10,77,443.5
661,DGG,051,3,0,5,4,9.0
662,DGH,051,4,1,2,1,2.0
663,DGI,051,6,0,10,144,524.5
664,DGK,051,0,0,5,77,287.0
665,DGL,049,1,0,10,3,7.833489999999999
666,DGL,051,2,0,7,3,12.0
667,DGO,031,2,0,12,9,4.4999988
668,DGO,049,0,0,5,0,1.1666900000000002
669,DGO,051,0,0,8,2,6.5
670,DGU,031,16,0,27,27,12.629028300000007
671,DGU,049,25,4,87,43,62.33458000000014
672,DGU,051,16,2,54,90,251.0
673,DGU,095,2,0,0,0,0.0
674,DGV,049,4,0,44,5,10.166869999999996
675,DGV,051,1,0,3,0,2.0
676,DGV,389,1,0,5,0,0.3638485
677,DGW,029,1,0,1,0,5.4435484
678,DGW,031,4,0,2,0,0.5080643
679,DGW,049,1,0,13,7,8.3335
680,DGW,051,1,0,14,4,11.5
681,DGW,093,2,0,1,2,0.8165321999999999
682,DGW,285,1,0,8,1,0.9072579999999999
683,DHS,049,1,0,0,0,0.0
684,DKF,049,3,0,30,0,5.166769999999999
685,DKF,051,0,0,5,1,3.0
686,DLK,051,0,0,1,0,1.0
687,DOM,049,1,0,8,0,2.33338
688,DOM,051,0,0,8,0,4.0
689,DOP,049,0,0,1,0,0.16667
690,DPH,004,1,0,0,0,0.0
691,DPH,049,0,0,2,0,0.5000100000000001
692,DPL,004,0,3,3,1,0.1451612
693,DPL,049,6,1,6,1,1.0000200000000001
694,DPL,051,4,0,11,0,6.5
695,DQ1,003,1,0,0,0,0.0
696,DQ2,003,1,0,1,1,0.5806449
697,DQ3,003,0,0,1,0,0.0725806
698,DSO,051,0,0,2,0,3.0
699,DSP,049,0,0,1,0,0.16667
700,DTC,049,7,0,55,3,11.166889999999995
701,DTC,051,0,0,17,0,8.5
702,DTI,049,1,0,9,1,2.6667199999999998
703,DTI,051,0,0,3,0,1.5
704,DTW,004,1,0,23,6,3.1935467000000024
705,DTW,049,3,0,12,2,3.6667400000000003
706,DTW,051,2,0,5,2,5.0
707,DUK,049,1,0,8,0,1.3333600000000003
708,DV3,049,4,0,92,4,17.16700999999999
709,DV3,051,0,0,1,0,0.5
710,DV4,049,0,0,1,0,0.16667
711,DVG,049,0,1,1,0,0.0
712,DVL,003,6,0,56,24,19.959672099999985
713,DVL,004,162,3,330,600,266.51603540000036
714,DVL,025,9,0,8,3,4.790322
715,DVL,051,113,4,198,940,2990.0
716,E01,046,0,0,4,0,0.1552398
717,E01,049,1,0,21,1,3.8334099999999998
718,E01,051,0,0,3,0,1.5
719,E8G,049,1,0,25,0,4.333419999999999
720,EAB,049,3,0,10,0,1.6667000000000005
721,EAD,049,2,3,8,0,0.83335
722,EAJ,046,4,0,6,17,6.054436800000001
723,EAJ,049,3,0,10,5,4.66676
724,EAJ,051,5,0,25,10,31.0
725,EAM,049,1,0,2,0,0.33334
726,EBF,049,1,0,0,0,0.0
727,EBI,004,0,0,2,0,0.1451612
728,EBI,049,0,0,1,0,0.50001
729,EBO,049,2,0,18,0,3.1667300000000003
730,EBW,004,43,0,357,33,44.41933719999998
731,EBW,005,1,0,13,5,2.1048378000000003
732,EBW,031,2,0,22,5,2.758063400000001
733,EBW,046,5,0,5,2,0.7983874
734,EBW,049,30,0,423,68,112.50225000000006
735,EBW,051,16,1,251,60,231.5
736,EDG,004,57,2,137,120,49.28223699999993
737,EDG,025,10,0,11,11,4.8629012000000005
738,EDG,031,13,1,58,19,9.72580190000001
739,EDG,049,43,0,156,57,80.33494000000013
740,EDG,051,33,1,148,105,317.0
741,EDG,095,10,0,30,21,19.258065299999988
742,EDK,046,6,0,18,4,2.6612916999999996
743,EDK,049,13,0,87,3,30.83394999999999
744,EDK,051,2,0,20,1,12.0
745,EDM,046,1,0,0,0,0.0
746,EDM,049,1,0,9,0,1.8333700000000004
747,EDM,051,1,0,2,0,1.0
748,EDS,046,9,0,24,9,3.6592762999999997
749,EDS,049,20,2,98,60,51.50103000000014
750,EDS,051,19,1,96,43,114.0
751,EF5,046,1,0,1,0,0.0665323
752,EF7,046,1,0,4,1,0.3991938
753,EF7,049,0,0,2,0,0.33334
754,EF8,046,1,0,8,1,0.5488915
755,EF8,049,4,0,60,5,12.333579999999994
756,EFX,046,0,0,4,0,0.2661292
757,EFX,049,0,0,10,0,1.6667000000000005
758,EGF,049,2,0,24,1,5.000099999999999
759,EGF,051,0,0,1,0,0.5
760,EGP,046,10,1,22,1,2.3951626
761,EGP,049,24,0,131,3,39.16745000000007
762,EGP,051,10,0,28,1,17.0
763,EHS,004,0,0,0,1,0.1451612
764,EII,004,10,0,2,0,0.1451612
765,EII,049,2,0,1,0,0.33334
766,EII,051,0,2,2,1,2.0
767,EKA,046,0,0,1,0,0.0665323
768,EKA,049,0,0,2,0,0.33334
769,EKA,051,1,0,6,1,4.5
770,EL1,031,0,0,0,1,0.0725806
771,EL1,049,1,0,0,0,0.0
772,EL1,051,1,0,0,0,0.0
773,EL2,049,8,2,122,19,31.16728999999998
774,EL2,051,10,0,80,13,61.5
775,EL2,065,8,3,33,9,11.500000699999996
776,EL2,095,9,1,108,30,27.10080829999996
777,ELA,049,1,0,12,0,2.0000400000000007
778,ELG,031,1,0,12,2,2.1048381999999997
779,ELG,049,4,0,18,0,3.5000699999999996
780,ELG,051,1,0,17,0,9.5
781,ELI,003,3,0,11,5,3.3387087000000015
782,ELI,004,14,2,22,42,28.233865699999978
783,ELI,005,0,0,6,3,1.7419351
784,ELI,046,0,0,4,3,0.6653229
785,ELI,049,7,0,19,31,33.16733
786,ELI,051,11,1,35,55,168.5
787,ELI,065,3,0,7,2,2.2258066000000003
788,ELK,051,2,0,15,0,9.5
789,ELR,051,1,0,14,0,7.5
790,ELT,046,16,1,31,3,3.8588726999999996
791,ELT,049,37,1,122,5,28.000559999999982
792,ELT,051,12,0,64,1,36.0
793,ELY,049,0,0,7,0,1.1666900000000002
794,ELZ,046,1,0,1,1,0.5987905
795,ELZ,049,0,0,2,0,0.33334
796,EMB,004,2,0,5,0,0.9435483
797,EMB,049,2,0,11,0,2.1667100000000006
798,EMB,051,0,0,18,0,9.5
799,EMG,049,0,0,1,0,0.16667
800,EMG,051,1,0,0,0,0.0
801,EMR,003,2,0,6,7,2.7580635999999994
802,EMR,004,14,1,29,38,22.354832299999988
803,EMR,005,1,0,0,1,0.0725806
804,EMR,046,1,0,1,7,1.6633071
805,EMR,049,28,0,42,58,51.83437000000013
806,EMR,051,28,0,77,88,208.0
807,ENE,049,1,0,1,0,0.83335
808,ENE,051,0,0,2,0,1.0
809,ENO,003,0,0,5,0,0.4354837
810,ENO,004,165,5,231,14,34.4757934999999
811,ENO,031,12,0,6,2,2.7580637
812,ENO,046,11,0,26,0,2.8608881000000004
813,ENO,049,189,5,388,46,133.5026700000001
814,ENO,051,174,10,400,64,444.5
815,EPG,049,5,0,20,0,3.50007
816,EPP,049,0,0,2,0,0.33334
817,EPP,051,0,0,5,0,3.0
818,ERQ,049,0,0,1,0,0.16667
819,ES1,049,1,0,7,0,1.1666900000000002
820,ES1,051,0,0,11,0,5.5
821,ES2,051,3,0,5,0,4.0
822,ES3,049,2,0,6,0,1.0000200000000001
823,ES3,051,0,0,2,0,2.5
824,ESD,004,3,0,0,9,1.2338704
825,ESD,005,1,0,0,0,0.0
826,ESD,046,44,1,31,153,51.4959899
827,ESD,049,9,0,33,44,43.33420000000004
828,ESD,051,1,0,37,50,116.5
829,ESF,004,0,0,1,0,0.0725806
830,ESI,003,32,0,100,107,47.90320780000003
831,ESI,004,408,11,1074,1697,773.8787312000089
832,ESI,005,5,0,16,38,17.056446100000006
833,ESI,025,14,0,72,35,28.669347899999956
834,ESI,031,1,0,11,4,2.9758058
