,BRND_CD,MKT_LN_CD,stagnate,return,first_buy,rebuy,sales_total
835,ESI,049,396,7,1192,2298,2784.7223600000666
836,ESI,051,428,14,1039,3190,9723.0
837,ESL,004,39,7,48,15,11.758060200000008
838,ESL,046,2,0,0,0,0.0665323
839,ESL,049,25,1,47,17,19.000379999999993
840,ESL,051,44,6,65,38,123.0
841,ESN,031,6,0,15,2,1.9596764
842,ESN,049,5,0,14,5,7.00014
843,ESN,051,11,0,29,14,32.5
844,ESP,004,6,1,7,0,0.9435483
845,ESP,049,2,0,18,2,3.50007
846,ESP,051,8,0,27,0,14.5
847,ESR,051,23,2,45,33,86.0
848,ESR,095,5,1,40,11,7.935484399999995
849,ESS,004,1,0,0,0,0.0
850,ESS,046,3,0,5,4,1.2641137000000002
851,ESS,049,2,0,10,4,4.333419999999999
852,ESS,051,2,0,18,4,15.5
853,EST,003,236,9,662,647,385.74528809999856
854,EST,004,847,43,1806,2042,1076.8756827000218
855,EST,025,40,2,112,106,171.72579200000024
856,EST,051,130,18,362,445,1251.0
857,EST,066,0,0,2,0,1.5967742
858,EST,101,2,0,43,16,31.64515829999997
859,EST,370,22,0,27,24,11.032254400000003
860,EST,427,40,0,78,110,80.99998409999993
861,ESV,051,1,0,0,0,0.0
862,EVP,003,2,0,3,2,0.9435479
863,EWE,049,2,0,4,0,0.83335
864,EWS,051,1,0,0,0,0.0
865,EYE,031,30,0,235,57,36.79837159999993
866,EYE,049,41,0,324,109,119.16905000000028
867,EYE,051,14,0,160,50,182.0
868,EYE,127,9,0,4,0,0.3629031
869,EYU,046,0,0,10,4,1.5967749999999998
870,EYU,049,2,0,41,10,12.833589999999996
871,EYU,051,2,0,46,2,26.5
872,EZP,051,2,0,3,2,4.0
873,F72,049,0,0,1,0,0.16667
874,F72,051,0,0,10,3,13.0
875,F8S,004,13,0,18,22,13.645157800000002
876,F8S,049,3,0,6,7,8.00016
877,F8S,051,1,0,3,33,127.5
878,FAA,049,0,0,1,0,0.16667
879,FAL,049,0,0,1,1,0.33334
880,FAW,049,5,2,14,24,42.33418000000003
881,FAW,051,3,0,16,29,106.0
882,FBG,049,1,0,7,0,1.1666900000000002
883,FBG,051,0,0,8,0,6.0
884,FBI,049,0,0,9,0,1.8333700000000004
885,FBI,051,0,0,14,3,16.0
886,FDK,004,4,0,6,2,3.1935480000000007
887,FDK,049,0,0,7,2,2.33338
888,FDK,051,0,0,1,7,28.0
889,FDM,049,0,0,0,4,7.16681
890,FDM,051,0,0,2,5,20.5
891,FFP,049,0,0,7,0,1.5000300000000004
892,FFP,051,0,0,2,0,1.0
893,FGB,049,1,0,7,1,2.16671
894,FGB,051,0,0,5,0,4.0
895,FGR,049,0,0,8,1,1.6667000000000003
896,FGR,051,0,0,4,1,3.5
897,FHB,049,2,0,6,1,2.50005
898,FHB,051,0,0,11,3,18.5
899,FHH,049,0,0,1,2,4.50009
900,FHH,051,0,0,2,4,13.0
901,FHK,003,0,0,5,5,3.7016119999999995
902,FHK,004,18,0,55,92,39.411277200000015
903,FHK,025,0,0,7,7,3.8467733999999996
904,FHK,031,11,0,31,48,29.032249000000004
905,FHK,049,8,0,38,110,192.8371900000003
906,FHK,051,13,1,49,178,595.0
907,FHK,065,3,0,11,12,13.064516899999997
908,FKL,031,3,0,4,3,1.2338705
909,FLL,049,1,0,2,0,0.33334
910,FLL,051,1,0,5,1,9.0
911,FLR,049,0,0,1,0,0.16667
912,FLR,129,1,0,0,3,0.38346749999999996
913,FO2,049,0,1,14,2,3.8334099999999993
914,FO2,051,1,0,0,0,0.0
915,FOC,049,4,0,29,0,6.8334699999999975
916,FOC,051,0,0,26,0,16.0
917,FOL,049,1,0,2,0,0.33334
918,FOL,274,0,0,4,0,0.2044356
919,FOS,049,1,1,7,15,11.666899999999996
920,FOS,051,4,1,11,9,30.5
921,FP6,004,0,0,6,7,4.2096766
922,FP6,049,4,0,16,17,29.833929999999995
923,FP6,051,5,1,17,31,125.0
924,FP6,065,0,0,6,9,8.6129038
925,FP6,285,0,0,11,5,9.254032099999998
926,FP7,049,0,1,1,0,0.0
927,FP9,051,0,0,1,9,40.0
928,FPA,003,2,0,5,0,0.5080642
929,FPA,004,15,0,23,19,10.088706700000005
930,FPA,031,17,1,18,75,43.11288959999998
931,FPA,049,17,2,31,35,39.50079000000001
932,FPA,051,13,4,36,52,148.0
933,FPA,065,2,1,13,12,6.5806455999999995
934,FPD,049,0,0,18,0,3.1667299999999994
935,FPD,051,0,0,5,1,7.0
936,FPF,049,1,1,15,0,3.16673
937,FPG,049,1,0,4,0,0.83335
938,FPG,051,0,0,5,0,2.5
939,FPI,051,1,0,0,0,0.0
940,FPK,049,1,0,18,0,3.16673
941,FPK,051,0,0,17,0,11.5
942,FPO,051,2,0,1,1,3.0
943,FPP,031,19,0,3,0,0.2903224
944,FPP,049,52,2,70,61,82.83499000000005
945,FPP,051,60,0,73,56,229.0
946,FPR,004,3,0,7,14,5.879029999999999
947,FPR,031,2,1,8,5,8.0564511
948,FPR,049,4,1,18,28,30.83394999999999
949,FPR,051,20,2,23,40,133.0
950,FPT,003,2,0,2,4,1.8870959999999999
951,FPT,004,97,2,180,403,226.88702850000016
952,FPT,025,4,0,17,33,24.822575400000005
953,FPT,031,5,1,27,26,20.6128983
954,FPT,049,59,5,103,535,748.3482999999981
955,FPT,051,109,8,116,996,3357.5
956,FPT,095,5,0,17,27,32.41935639999999
957,FPT,101,2,0,3,4,1.2338704
958,FPT,324,1,0,5,0,1.3230845
959,FRJ,049,0,0,2,8,6.50013
960,FRJ,051,4,0,3,18,95.5
961,FSK,025,1,0,2,10,2.249999
962,FSK,031,9,0,16,26,13.282254800000006
963,FSK,049,3,0,10,16,26.667199999999998
964,FSK,051,1,0,8,22,102.0
965,FST,051,0,0,1,0,0.5
966,FWK,049,1,0,9,1,3.0000599999999995
967,FWK,051,0,0,8,1,10.5
968,G14,049,0,0,4,0,0.66668
969,G1S,051,0,0,2,28,71.5
970,G1T,389,1,0,3,0,5.1666457
971,G3B,049,2,0,6,0,1.0000200000000001
972,G3B,389,0,0,1,1,0.21830900000000003
973,G3T,049,0,0,5,0,0.83335
974,G4S,003,2,0,2,3,0.943548
975,G4S,004,14,2,28,20,12.048384500000004
976,G4S,049,4,0,6,1,1.5000300000000002
977,G4S,051,15,0,14,17,50.0
978,G4S,093,2,0,0,0,0.1814516
979,G4S,095,14,1,26,24,18.870968899999998
980,G4S,285,1,0,8,4,3.2661287999999997
981,GAA,051,1,0,45,7,38.0
982,GAB,049,0,0,3,0,0.66668
983,GAG,049,1,1,7,2,1.8333700000000002
984,GAG,051,0,0,1,0,0.5
985,GAH,049,5,0,31,9,11.000219999999997
986,GAH,051,2,0,12,3,12.0
987,GAH,095,14,1,56,30,37.25806659999997
988,GAL,049,1,0,12,1,2.6667199999999998
989,GAL,344,0,0,5,1,0.4889281000000001
990,GAR,003,16,0,22,15,6.241932700000003
991,GAR,004,37,1,49,55,20.104831099999995
992,GAR,049,1,0,2,2,1.50003
993,GAR,051,2,0,1,0,1.0
994,GAR,095,30,2,57,98,75.58064959999992
995,GAU,049,4,0,24,0,6.166789999999999
996,GAU,399,0,0,4,0,0.1564568
997,GAW,049,0,0,1,0,0.16667
998,GAW,051,0,0,2,0,1.0
999,GAX,003,87,3,230,305,162.69249370000014
1000,GAX,004,346,30,967,1099,567.7256153999999
1001,GAX,025,2,0,0,0,0.0
1002,GAX,049,125,9,358,527,456.509130000004
1003,GAX,051,182,19,380,667,2081.0
1004,GAX,093,19,1,11,0,1.2701611999999998
1005,GAX,095,125,4,173,425,431.50002270000283
1006,GAX,285,17,2,126,116,130.2822519000002
1007,GAX,324,3,0,4,1,3.3077114
1008,GB2,049,8,0,193,18,42.334180000000146
1009,GB2,422,23,0,75,6,7.615222399999999
1010,GB3,049,0,0,9,0,1.5000300000000004
1011,GB3,422,6,0,43,2,5.570867599999998
1012,GB4,049,2,0,16,1,5.0001
1013,GB4,422,5,0,9,1,0.5621978000000001
1014,GB5,049,5,0,14,1,2.83339
1015,GB5,422,2,0,17,0,1.2266132
1016,GB6,049,6,0,67,6,16.83366999999999
1017,GB6,422,5,0,22,2,2.0954642
1018,GB7,049,0,0,1,0,0.16667
1019,GB8,049,2,0,15,2,2.83339
1020,GB8,422,3,0,14,0,1.0221777
1021,GB9,049,0,0,1,0,0.16667
1022,GBA,049,2,0,15,0,3.0000600000000004
1023,GBA,422,6,0,4,0,0.2044356
1024,GBB,049,1,0,3,0,0.5000100000000001
1025,GBB,126,0,0,1,0,0.2177419
1026,GBB,422,1,0,1,0,0.0511089
1027,GBC,051,3,0,1,9,29.0
1028,GBF,049,27,2,2102,122,492.3431800000156
1029,GBF,422,43,0,885,43,116.45139720000057
1030,GBG,031,2,0,1,0,0.0725806
1031,GBM,049,0,0,10,0,2.6667199999999993
1032,GBN,046,2,0,0,0,0.0
1033,GBN,049,10,0,1,0,0.16667
1034,GBO,049,16,0,543,32,112.16890999999987
1035,GBO,422,15,0,362,15,29.76658909999983
1036,GBS,046,0,1,0,0,-0.0665323
1037,GBS,049,5,0,123,14,28.333899999999982
1038,GBS,126,1,0,4,0,0.4354837
1039,GBS,422,3,0,61,3,9.778830799999994
1040,GBX,049,17,0,646,27,136.33606000000026
1041,GBX,422,16,0,298,17,39.660487
1042,GC6,422,2,0,2,0,0.5621976
1043,GCA,004,1,0,0,0,0.0
1044,GCB,049,1,0,0,0,0.0
1045,GCD,049,1,0,6,0,1.0000200000000001
1046,GCE,049,7,0,183,16,41.16749000000011
1047,GCE,422,11,0,149,8,13.08387469999996
1048,GCF,051,2,1,22,0,13.0
1049,GCH,049,0,0,3,0,0.5000100000000001
1050,GCN,049,1,1,42,2,8.833509999999997
1051,GCN,399,2,0,11,0,0.8996272999999999
1052,GCS,049,0,0,4,0,0.83335
1053,GCS,126,1,0,0,0,0.0
1054,GCW,031,0,0,5,0,0.5080643
1055,GCW,049,0,0,5,1,1.16669
1056,GCW,051,0,0,4,0,2.5
1057,GD3,031,0,0,1,0,0.2177419
1058,GD3,049,1,0,0,0,0.0
1059,GDB,031,3,0,15,2,2.8306440999999998
1060,GDB,049,0,0,2,0,0.33334
1061,GDB,051,0,0,4,0,2.0
1062,GDD,049,1,0,0,0,0.0
1063,GDM,049,0,0,3,0,0.66668
1064,GDN,031,1,0,0,0,0.0
1065,GEN,049,1,0,2,0,0.33334
1066,GEN,274,0,0,1,0,0.1022177
1067,GES,003,0,1,0,0,-0.1451613
1068,GES,004,2,3,6,1,2.8306451
1069,GES,049,3,0,2,0,3.1667300000000003
1070,GES,051,2,1,5,0,6.5
1071,GES,093,1,1,0,0,0.0
1072,GET,049,0,0,1,0,0.16667
1073,GF8,049,0,0,2,0,0.33334
1074,GFM,285,5,0,52,7,11.068547599999995
1075,GFO,049,0,0,45,2,13.000259999999995
1076,GFP,049,2,0,7,0,1.33336
1077,GFR,049,0,0,7,1,3.1667300000000003
1078,GFS,093,2,0,11,7,3.2207659000000004
1079,GFS,285,1,1,6,2,2.1774191999999997
1080,GG8,049,0,0,3,0,0.5000100000000001
1081,GGL,004,0,0,4,1,1.5241932
1082,GGL,049,16,0,38,92,84.16835000000009
1083,GGL,051,46,1,91,303,1066.5
1084,GGL,095,3,0,5,0,0.8709678000000001
1085,GGP,049,0,0,1,0,0.16667
1086,GGR,049,1,0,28,0,4.833429999999999
1087,GGR,126,1,0,8,1,1.9596770999999997
1088,GGR,399,0,0,3,0,0.1955712
1089,GHA,004,19,4,51,44,26.999992899999974
1090,GHA,049,13,0,43,27,29.500589999999985
1091,GHA,051,5,2,32,23,81.0
1092,GHH,049,0,1,48,2,9.000179999999997
1093,GHH,126,2,0,9,0,0.725806
1094,GHH,399,0,0,5,1,0.3520279
1095,GHL,049,2,0,7,1,3.3334000000000006
1096,GHN,049,1,0,9,0,2.0000400000000003
1097,GHO,049,1,0,4,0,2.6667199999999998
1098,GHR,095,0,0,3,0,0.2903226
1099,GHS,005,0,0,2,0,0.4354838
1100,GHT,049,0,0,2,0,0.33334
1101,GHX,004,2,0,2,0,0.1451612
1102,GHX,049,0,0,10,1,2.0000400000000007
1103,GHX,051,1,0,0,0,0.0
1104,GI6,049,1,0,20,0,3.3333999999999997
1105,GI6,126,1,0,16,4,1.5241926
1106,GIF,004,2,1,1,1,0.0725807
1107,GIF,049,1,0,2,0,0.5000100000000001
1108,GIF,051,0,1,0,0,-0.5
1109,GIJ,049,3,0,11,0,2.0000400000000007
1110,GIJ,344,0,0,4,0,0.39114250000000006
1111,GIK,004,2,1,0,0,-0.0725806
1112,GIK,049,0,0,8,0,1.5000300000000004
1113,GIL,049,0,0,5,1,1.3333600000000003
1114,GIL,344,4,0,7,2,0.8083612000000002
1115,GIN,049,8,0,133,9,28.167229999999982
1116,GIN,126,3,0,49,10,7.7661265000000075
1117,GIS,049,31,1,222,102,108.00216000000006
1118,GIS,051,8,2,45,57,166.5
1119,GIS,126,101,2,228,217,84.51710029999971
1120,GIS,344,1,0,3,2,0.4693710000000001
1121,GIS,399,4,0,6,1,0.5867133999999999
1122,GIV,049,17,0,608,43,131.83596999999986
1123,GIV,422,26,1,471,20,38.82142329999996
1124,GIW,344,0,0,1,0,0.0782285
1125,GJD,004,1,0,2,0,0.1451612
1126,GJD,049,0,0,3,0,0.5000100000000001
1127,GJJ,049,1,0,14,0,2.5000500000000008
1128,GJJ,126,2,0,2,0,0.1451612
1129,GJJ,399,0,0,1,0,0.0391142
1130,GKL,051,1,0,7,1,14.5
1131,GKM,137,1,0,1,0,1.2774194
1132,GLA,031,2,0,11,8,4.862901900000001
1133,GLA,049,3,0,25,4,12.000239999999998
1134,GLA,051,3,1,21,11,28.5
1135,GLB,049,0,0,1,0,1.33336
1136,GLF,004,18,1,42,20,9.653221400000007
1137,GLF,049,9,0,72,16,23.333799999999986
1138,GLF,051,10,0,88,25,92.0
1139,GLF,285,2,0,34,5,7.6209673000000056
1140,GLG,049,0,0,2,0,0.33334
1141,GLM,049,2,0,16,0,2.83339
1142,GLM,126,5,0,9,0,0.725806
1143,GLM,399,0,0,2,0,0.0782284
1144,GLO,049,1,0,12,1,5.1667700000000005
1145,GLO,399,0,0,1,1,0.0912665
1146,GLR,049,0,0,0,1,3.0000600000000004
1147,GLT,049,4,0,32,4,7.166809999999997
1148,GLT,344,0,1,14,2,1.3689987000000001
1149,GLW,049,3,0,38,5,14.500289999999996
1150,GLW,095,9,0,16,7,7.451613299999998
1151,GLY,126,1,0,0,0,0.0
1152,GM3,003,1,0,0,0,0.0
1153,GM8,049,0,0,18,1,6.33346
1154,GMA,031,46,3,100,65,33.133051299999984
1155,GMA,049,35,3,129,41,56.50113000000019
1156,GMA,051,9,2,24,18,40.0
1157,GMB,051,27,1,53,482,1110.5
1158,GMD,004,64,1,216,226,99.29028409999952
1159,GMD,049,22,1,105,63,65.1679700000002
1160,GMD,051,11,0,25,14,72.0
1161,GMD,126,6,0,13,1,1.2338703
1162,GMD,344,0,0,2,0,0.156457
1163,GMG,031,26,1,90,28,21.846767599999975
1164,GMI,031,12,4,26,11,9.870966400000002
1165,GMI,049,12,1,82,13,26.833869999999987
1166,GMI,051,15,2,99,25,135.0
1167,GMO,031,120,8,298,294,169.91123570000013
1168,GMO,051,150,32,320,547,1546.5
1169,GMO,093,32,5,14,8,5.080644800000003
1170,GMO,285,4,2,186,90,59.243947500000104
1171,GMO,324,14,1,26,33,45.92993290000001
1172,GMR,049,2,0,26,1,5.166769999999998
1173,GMR,344,0,0,5,0,0.4693710000000001
1174,GMT,051,0,0,2,0,1.0
1175,GMZ,031,2,0,10,6,2.8306441999999996
1176,GMZ,049,3,0,1,2,2.0000400000000003
1177,GMZ,051,5,2,9,7,15.0
1178,GNI,049,16,0,60,28,41.000820000000054
1179,GNI,051,35,0,125,79,286.5
1180,GNM,049,0,0,0,1,4.16675
1181,GNM,051,3,0,4,5,14.0
1182,GNU,003,2,0,0,0,0.0
1183,GNU,004,6,0,0,0,0.0
1184,GNU,049,1,0,0,0,0.0
1185,GNU,051,1,0,0,0,0.0
1186,GNX,004,0,0,9,0,0.6532254
1187,GNX,031,1,0,9,0,0.6532254
1188,GNX,049,7,0,69,0,13.500269999999993
1189,GNX,051,10,0,263,1,150.5
1190,GNX,095,0,0,1,0,0.0967742
1191,GOB,051,55,7,78,359,1214.5
1192,GOD,049,0,0,22,1,4.33342
1193,GOD,051,2,0,4,3,6.0
1194,GOD,095,2,0,7,5,4.451613200000001
1195,GOK,003,6,1,18,1,3.6290317000000005
1196,GOK,004,78,4,70,6,13.354833800000014
1197,GOK,049,128,4,134,9,55.5011100000002
1198,GOK,051,105,7,110,11,146.5
1199,GOM,004,5,0,14,3,2.2499989000000005
1200,GOM,049,29,0,160,60,66.16799000000027
1201,GOM,051,31,2,203,91,344.5
1202,GOM,095,4,0,23,6,4.451613199999999
1203,GOO,049,8,0,38,0,8.666839999999997
1204,GOO,126,2,0,10,1,1.8145155
1205,GP2,049,0,0,1,0,0.16667
1206,GP8,049,8,0,62,7,15.000299999999994
1207,GP8,422,4,0,53,5,5.928630200000001
1208,GPA,004,16,1,27,30,11.395155500000008
1209,GPA,049,12,1,7,38,35.167369999999984
1210,GPA,051,3,0,5,19,52.0
1211,GPC,031,30,2,67,31,18.870960699999998
1212,GPC,049,27,1,107,37,45.16757000000008
1213,GPC,051,13,0,74,12,60.0
1214,GPF,004,0,1,0,0,-0.0725806
1215,GPJ,126,1,0,0,0,0.0
1216,GPK,003,4,0,85,16,13.93547950000001
1217,GPK,004,29,0,305,63,42.89514379999999
1218,GPK,049,35,0,237,49,67.33468000000035
1219,GPK,051,19,1,364,129,432.0
1220,GPM,051,0,0,1,0,0.5
1221,GPN,049,2,0,1,0,0.33334
1222,GPN,126,0,0,4,0,0.3629031
1223,GPN,344,0,0,1,0,0.0782285
1224,GPO,049,2,0,32,0,8.333499999999999
1225,GPO,051,8,0,19,4,36.0
1226,GPO,095,0,0,24,3,3.967742200000001
1227,GPR,095,0,0,12,2,3.2903227000000004
1228,GPW,031,6,0,17,25,21.9193509
1229,GPW,049,10,0,38,41,75.50151000000005
1230,GPW,051,9,0,20,32,124.5
1231,GPX,003,57,3,211,130,125.67336359999925
1232,GPX,004,757,149,2116,2464,1266.193127800048
1233,GPX,029,1,0,12,3,5.2983867
1234,GPX,031,0,0,1,0,0.0725806
1235,GPX,049,695,49,1423,3929,4183.91701000013
1236,GPX,051,632,42,1201,4019,13022.0
1237,GPX,093,29,1,14,4,3.5383062000000014
1238,GPX,095,136,22,327,466,446.91131450000466
1239,GPX,285,30,4,222,91,124.38507490000029
1240,GPX,324,6,0,7,25,12.758312500000004
1241,GPZ,049,2,0,7,0,4.833429999999999
1242,GR4,031,4,0,1,1,0.21774179999999999
1243,GR4,049,2,0,15,3,4.66676
1244,GR4,051,0,0,1,0,0.5
1245,GR8,031,2,2,5,2,0.7258062999999999
1246,GR8,049,1,0,2,1,0.83335
1247,GR8,051,0,0,1,0,0.5
1248,GRB,049,1,0,0,0,0.0
1249,GRC,049,0,0,6,0,2.00004
1250,GRC,422,0,0,2,0,0.5621976
1251,GRH,031,8,2,1,1,0.21774169999999998
1252,GRH,049,174,17,494,619,712.1809099999967
1253,GRH,051,2,0,2,0,1.0
1254,GRK,049,0,0,1,0,0.16667
1255,GRK,051,0,0,9,2,7.5
1256,GRO,049,2,0,16,0,3.3334
1257,GRO,051,1,0,0,0,0.0
1258,GRP,031,19,1,31,23,9.725802100000008
1259,GRP,049,8,0,6,9,8.666839999999999
1260,GRP,051,6,0,16,1,13.0
1261,GRQ,129,0,0,2,1,0.5368545
1262,GRR,049,0,0,3,0,0.5000100000000001
1263,GRR,422,1,0,0,0,0.0
1264,GRU,049,0,0,3,0,0.66668
1265,GRV,049,3,0,29,2,7.666819999999998
1266,GRV,422,3,0,40,4,4.2420372
1267,GRW,031,74,6,168,257,108.74088759999952
1268,GRW,049,119,7,321,348,356.00712000000254
1269,GRW,051,74,9,199,251,766.0
1270,GRW,093,96,4,23,26,11.023184700000009
1271,GRW,285,18,1,259,301,135.6320471000008
1272,GRW,324,10,0,13,29,32.132051000000004
1273,GRY,049,20,0,339,19,71.33476000000036
1274,GRY,422,10,0,220,11,18.654741799999933
1275,GSC,031,3,0,34,5,4.064514300000003
1276,GSC,049,1,0,47,7,12.000239999999994
1277,GSC,051,1,0,20,3,13.5
1278,GSE,049,1,0,0,0,0.0
1279,GSE,095,0,0,8,1,0.9677420000000002
1280,GSH,049,0,0,3,0,0.5000100000000001
1281,GSI,051,1,0,8,30,301.0
1282,GSN,049,0,0,7,0,1.33336
1283,GSN,051,1,0,17,3,13.5
1284,GSP,049,11,0,55,7,15.166969999999996
1285,GSS,003,1,0,0,0,0.0
1286,GSS,093,1,2,1,0,0.0907258
1287,GSS,285,0,0,1,0,0.2721774
1288,GST,049,2,0,2,0,0.5000100000000001
1289,GST,126,0,0,3,0,0.5080644
1290,GSU,049,4,0,41,1,10.000199999999996
1291,GSX,049,7,0,24,2,8.50017
1292,GTB,049,0,0,1,0,0.16667
1293,GTI,049,0,0,1,0,0.16667
1294,GTI,126,1,0,0,0,0.0
1295,GUP,004,2,0,0,0,0.0
1296,GUP,049,2,0,0,0,0.0
1297,GUP,051,1,0,0,0,0.0
1298,GV4,051,1,3,16,0,11.0
1299,GVG,051,0,0,1,0,7.5
1300,GW6,049,0,0,9,0,1.8333700000000002
1301,GW6,422,1,0,1,0,0.0511089
1302,GWI,049,12,0,278,15,58.83451000000033
1303,GWI,422,21,0,231,10,19.90685879999991
1304,GWW,051,0,0,8,1,9.0
1305,GYR,003,6,1,16,2,6.8951605
1306,HAZ,049,1,0,0,0,0.0
1307,HAZ,051,1,0,0,0,0.0
1308,HBG,129,0,0,1,0,0.1533892
1309,HCN,006,36,0,56,226,447.4596458
1310,HCN,040,3,0,15,28,112.9354851
1311,HCN,324,0,0,0,2,0.5670360000000001
1312,HGH,006,9,1,14,75,108.73990849999993
1313,HGH,025,6,1,14,58,223.83870249999998
1314,HGH,095,22,0,24,54,156.38710139999995
1315,HGH,324,29,1,53,148,282.9447802999999
1316,HGH,326,0,0,3,14,30.336438500000003
1317,HGV,006,1,0,0,4,6.4112900999999995
1318,HGV,095,0,0,0,1,0.7741936
1319,HHL,004,1,0,22,3,2.1048375000000004
1320,HI5,049,0,0,1,0,0.16667
1321,HLG,030,9,0,11,15,15.174193700000002
1322,HLG,049,1,0,5,8,12.16691
1323,HOE,030,371,5,871,1232,447.38452499998857
1324,HOE,137,102,12,213,647,1538.864650899995
1325,HOE,155,45,2,102,86,39.20563490000006
1326,HOE,161,0,0,7,4,2.6321559999999997
1327,HOE,172,49,3,75,135,141.46485429999973
1328,HTH,049,1,2,10,1,2.16671
1329,HTH,051,2,2,5,1,5.5
1330,IBH,025,9,1,10,36,71.7096722
1331,IBH,029,1,1,2,14,32.298384399999996
1332,IBH,040,5,0,3,7,7.0645166
1333,IBH,067,0,0,0,5,4.4637107
1334,IBH,095,0,0,4,10,16.5483875
1335,IBH,324,21,0,33,76,180.79005489999992
1336,IDB,003,134,8,260,843,969.5079196000029
1337,IDB,004,124,5,229,692,501.4232666999986
1338,IDB,006,27,0,36,113,172.01611239999966
1339,IDB,017,5,0,5,11,5.903226199999998
1340,IDB,025,8,2,23,63,70.71168699999997
1341,IDB,040,15,0,20,68,141.09678019999987
1342,IDB,042,8,1,11,51,37.68497439999998
1343,IDB,056,9,2,30,103,301.3004050999997
1344,IDB,067,6,2,8,34,49.42742099999999
1345,IDB,095,5,1,6,60,82.83871389999993
1346,IDB,123,2,0,6,7,8.9032263
1347,IDB,283,17,0,17,72,95.80646190000002
1348,IDB,324,92,1,133,661,4695.910942499993
1349,IDB,326,7,0,10,80,305.63254499999994
1350,IDB,352,1,0,0,0,0.7560484
1351,IND,049,0,0,8,0,1.3333600000000003
1352,IPB,051,5,0,78,0,46.5
1353,IRG,004,12,2,16,33,12.70160790000001
1354,IRG,031,112,20,243,195,113.44048929999947
1355,IRG,095,31,8,94,57,42.87097029999992
1356,KA2,004,48,0,123,148,74.24997249999984
1357,KA2,025,6,0,30,47,27.217733600000006
1358,KA2,031,127,1,231,494,222.74990990000015
1359,KA2,049,83,2,204,617,674.0134799999993
1360,KA2,051,55,3,88,445,1296.5
1361,KA2,052,1,0,0,0,0.0
1362,KA2,412,6,0,6,24,29.74823580000001
1363,KA3,031,27,0,57,67,28.379021099999967
1364,KA3,049,13,0,14,21,18.333699999999993
1365,KA3,051,9,0,12,10,22.0
1366,KA3,052,1,0,0,0,0.0
1367,KA4,031,127,3,279,456,259.4757199000005
1368,KA4,049,138,0,347,839,924.685159999995
1369,KA4,051,1,0,2,1,2.5
1370,KA4,052,2,0,0,0,0.0
1371,KA4,412,6,0,11,43,57.284275099999974
1372,KA5,031,31,0,66,85,38.395146100000055
1373,KA5,049,6,0,22,33,42.834190000000014
1374,KA5,051,11,0,24,37,79.5
1375,KA6,031,33,1,129,93,35.92740129999997
1376,KA6,049,30,6,48,63,49.667660000000076
1377,KA6,051,2,0,11,9,19.5
1378,KA6,412,1,0,2,7,2.3868444
1379,KA7,031,33,0,66,117,37.08869019999997
1380,KA7,049,8,0,19,33,32.50064999999999
1381,KA7,051,7,0,13,16,29.0
1382,KA7,127,2,0,0,0,0.0725806
1383,KA7,308,1,0,0,0,0.0
1384,KA7,412,3,0,6,2,1.1060987
1385,KA8,025,2,0,8,4,2.104838
1386,KA9,025,0,0,1,2,0.5806449
1387,KAB,031,0,0,1,0,0.1451613
1388,KAC,025,1,0,0,0,0.0
1389,KAC,031,22,0,26,21,8.491931000000006
1390,KAC,049,4,0,9,18,12.666919999999998
1391,KAC,051,3,0,10,7,20.5
1392,KAC,412,0,0,4,5,2.8525705
1393,KAD,025,4,0,4,0,1.3064514
1394,KAD,031,41,1,79,10,20.8306394
1395,KAD,049,94,0,79,4,41.834170000000086
1396,KAD,051,48,0,37,2,66.0
1397,KAD,308,1,0,0,0,0.3483871
1398,KAF,031,11,0,9,4,1.7419346
1399,KAF,049,4,0,30,6,8.833509999999997
1400,KAF,051,6,0,15,2,12.0
1401,KAF,052,0,0,9,2,5.25
1402,KAH,049,1,0,1,0,0.16667
1403,KAJ,046,2,0,0,0,0.0
1404,KAJ,049,2,0,1,0,0.16667
1405,KAJ,052,0,0,3,1,1.0
1406,KAK,052,0,0,3,0,0.75
1407,KAS,052,0,0,4,0,1.0
1408,KAT,046,0,0,1,0,0.0665323
1409,KAT,051,0,0,11,2,10.0
1410,KAT,052,2,0,0,0,0.0
1411,KAT,127,3,0,0,0,0.0
1412,KAT,308,0,0,3,0,1.0451613
1413,KAU,025,1,0,0,0,0.1451612
1414,KAU,031,1,0,0,0,0.0
1415,KAU,049,0,0,1,0,0.16667
1416,KAV,031,22,0,26,62,22.645150699999977
1417,KAV,049,6,0,19,15,19.500389999999996
1418,KAV,051,8,0,9,14,26.0
1419,KAX,046,0,0,1,0,0.1995968
1420,KAX,049,0,0,3,0,0.5000100000000001
1421,KAX,052,0,0,5,0,1.25
1422,KAZ,049,0,0,1,0,0.33334
1423,KBA,025,5,0,18,9,4.0645139000000015
1424,KBA,049,4,0,12,12,7.50015
1425,KBA,051,4,1,7,3,11.5
1426,KBA,412,0,0,0,2,0.5821572
1427,KBB,031,2,0,0,0,0.0
1428,KBB,051,0,0,1,0,0.5
1429,KBD,031,21,1,44,74,29.612890699999962
1430,KBD,049,23,1,38,49,42.00084000000003
1431,KBD,051,9,1,15,22,45.5
1432,KBE,031,3,0,0,0,0.0
1433,KBE,049,2,0,2,3,1.8333700000000004
1434,KBE,051,0,0,1,1,1.5
1435,KBI,031,0,0,14,3,2.322579900000001
1436,KBI,049,4,0,59,7,15.833649999999992
